S	kizhultsho	kizhult-sho		telling
S	sehjot.	seh-jot		I will
S	Tivemolkahzheh	tivemolk-ah-zheh		about the small things
S	kizhultsho	kizhult-sho		telling
S	sit	sit		begin
S	seh.	seh		I
S-T	Jakeñ the Wise replied: I will tell you the story. I will begin with the very small things.

%LINE
X	Utawat	u-twt/aa		the smallest
X	tawatel	twt/aa-el		small pieces
X	legañhed	le-gsd/áe		are organized
X	jen	jen		only
X	etdolel.	e-tdl/yo-el		according to weight
S	Cejymumsun	cejym-um-sun		be organized
S	funmun	fun-mun		very small
S	tivemolkah	tivemolk-ah		small things
S	decec	decec		only
S	telmynsolsolm	telmyn-solsolm		weight
S	zult.	zult		according to
S-T	The smallest things are organized only according to weight.

%LINE
X	Tydli	tdl/yo-i		weights'
X	kandeli	kdd/áe-el-i		name's
X	jáfe'.	jf'/áe		six
X-T	The weights' six names:
S	Xek	xek		six
S	telmynsolsolmahvmeh	telmyn-solsolm-ah-vmeh		weight's
S	julvetah.	julvet-ah		names
S-T	[There are] 6 named weights.

%LINE
X	Banthi	bdth/á-i		one's
X	goñhaden,	gsd/óa-en		in position
X	utadal,	u-tdl/aa		heaviest
X	besyl.	bsl/ey		stone
X-T	In the first place, the heaviest, Stone.
S	Telmyntutuum	telmyn-tutu-um		is heaviest
S	dolksut:	dolk-sut		first
S	thefam.	thefam		stone
S-T	The first is the heaviest: stone.

%LINE
X	Tegthi	tgth/ey-i		two's
X	goñhaden,	gsd/óa-en		in position
X	dálbe.	dlb/á		dirt
X-T	In the second place, dirt.
S	Feltsut:	felt-sut		second
S	zazit.	zazit		dirt
S-T	Second: dirt.

%LINE
X	Falithi	flth/ai-i		three's
X	goñaden,	gsd/óa-en		in position
X	zasaxel.	zsx/aa-el		meat
X-T	In the third place, meat.
S	Vyksut:	vyk-sut		third
S	fynit.	fynit		flesh
S-T	Third: flesh.

%LINE
X	Bagili	bgl/ai-i		four's
X	goñaden,	gsd/óa-en		in position
X	zemyk.	zbk/ey		water
X-T	In the fourth place, water.
S	Slolcsut:	slolc-sut		fourth
S	tolzlneln.	tolzlneln		water
S-T	Fourth: water.

%LINE
X	Tedxi	tdx/ey-i		five's
X	goñaden,	gsd/óa-en		in position
X	pówath.	pwth/óa		breath
X-T	In the fifth place, breath.
S	Zlelcsut:	zlelc-sut		fifth
S	fmuhzhikukmun	fmuhzhik-uk-mun		wet
S	foldak.	foldak		air
S-T	Fifth: humid air.

%LINE
X	Jáf'i	jf'/á-i		six's
X	goñaden,	gsd/óa-en		in position
X	gazajel.	gzj/aa-el		dry wind
S	Xeksut:	xek-sut		sixth
S	fmuhzhik	fmuhzhik		dry
S	foldak.	foldak		air
S-T	Sixth: dry air.

%LINE
X	Efáthel:	e-Fáthel		Fáthel said
X	Tan	tan		[question]
X	Egad	e-Gad		according to Gad
X	lamde	lbd/á		syrup
X	etawatli?	e-twt/aa-el-i		among the elements
S	Con	con		[quote]
S	Fáthel	Fáthel		Fáthel
S	om	om		[end quote]
S	julgic,	julgic		ask
S	con	con		[quote]
S	Gad	Gad		Gad
S	om	om		[end quote]
S	zult	zult		according to
S	funmuntivemolkum	fun-mun-tivemolk-um		be a very small thing
S	solk	solk		but isn't?
S	melnazic?	melnazic		syrup
S-T	Fáthel asked: According to Gad, isn't syrup an element?

%LINE
X	Ejakeñ	e-Jakeñ		Jakeñ
X	Exanzel:	e-xdz/á-el		the Wise said
X	Áthideugéúl	áthi-dgl/euéú		I see that he is wrong
X	goñhaden.	gsd/óa-en		again
S	Vmelfelc	vmelfelc		wise
S	con	con		[quote]
S	Jakeñ	Jakeñ		Jakeñ
S	om	om		[end quote]
S	tan,	tan		said
S	tholk	tholk		by direct observation
S	kasyn	kasyn		again
S	xenum	xen-um		be wrong
S	zlo.	zlo		he
S-T	Jakeñ the Wise said: I see that he is wrong again.

%LINE
X	Egad	e-Gad		according to Gad
X	lamdek	lbd/á=ek		syrup and
X	zemyk	zbk/ey		water
X	tawateli	twt/aa-el-i		among the elements
X	tegyth	tgth/ey		both
X	ol	ol		but
X	eni	e-di		according to me
X	xow	xow		it
X	tawateli	twt/aa-el-i		element's
X	banthe.	bdth/á		two
X-T	According to Gad, syrup and water are both (separately) among the elements, but according to me, it (syrup) is two elements.
S	Con	con		[quote]
S	Gad	Gad		Gad
S	om	om		[end quote]
S	zult	zult		according to
S	funmuntivemolkum	fun-mun-tivemolk-um		be a very small thing
S	melnazic	melnazic		syrup
S	smah	smah		but
S	seh	seh		me
S	zult	zult		according to
S	fam	fam		two
S	funmuntivemolkah	fun-mun-tivemolk-ah		elements
S	zanum	zan-um		is
S	zo.	zo		it
S-T	According to Gad, syrup is an element, but I say that it is two elements.

%LINE
X	Gon	gon		if
X	iszybok	ise-zbk/yo		you pour out
X	lamde	lbd/á		syrup
X	amngathen	á[case]-bgth/óa-en		into a pan
X	iswafeufeun.	ise-wa-ffd/euéú		you will see that it will dry out
S	Zhnazym	zhnazym		table
S	fmolk	fmolk		[irrealis]
S	melnazic	melnazic		syrup
S	navnycum,	navnyc-um		be upon
S	jo	jo		then
S	fmuhzhik	fmuhzhik		dry
S	tholm	tholm		according to common sense
S	zo	zo		it
S	zyvuhkeht.	zyvuhk-eht		becomes
S-T	If syrup is upon a table, we know that it will dry out.

%LINE
X	Gon	gon		if
X	iszybok	ise-zbk/yo		you pour out
X	zebyk	zbk/ey		water
X	amngathen	á[case]-bgth/óa-en		into a pan
X	iswaseuseunh.	ise-wa-sst/euéú		you will see that it will disappear
S	Zhnazym	zhnazym		table
S	fmolk	fmolk		[irrealis]
S	tolzlneln	tolzlneln		water
S	navnycum,	navnyc-um		be upon
S	jo	jo		then
S	tholm	tholm		according to common sense
S	zo	zo		it
S	vaslnulmeht.	vaslnulm-eht		flees
S-T	If water is upon a table, we know that it will vanish.

%LINE
X	Exow,	e-xow		thus
X	lamde	lbd/á		syrup
X	zebkek	zbk/ey=ek		water and
X	zasaxel.	zsx/aa-el		meat
S	Jo,	jo		then
S	tolzlneln	tolzlneln		water
S	keh	keh		and
S	fynit	fynit		flesh
S	zanum	zan-um		is
S	melnazic.	melnazic		syrup
S-T	Thus, syrup is water and flesh.

%LINE
X	Áthixudiñ	áthi-xdz/uí		we know
X	xwi	xow-i		it's
X	ugxíth	u-gxth/uí		majority
X	zasixun	zsx/ai-un		being meat
X	exow:	e-xow		by this
X	zebken	zbk/ey-en		in water
X	lebfílek	le-bfl/uí=ek		it slows down and
X	letañeb.	le-tzb/áe		it sinks
X-T	We understand its majority's being meat by this: In water it slows down and sinks.

%LINE
X	Zebyk	zbk/ey		water
X	zebken	zbk/ey-en		in water
X	tañbelwan.	tzb/á-el=wan		does not sink
X-T	Water does not sink in water.

%LINE
X	Beslek	bsl/ey=ek		stone and
X	dálbe	dlb/á		dirt
X	zebken	zbk/ey-en		in water
X	bufílelwanek	bfl/uí-el=wan=ek		not slow and
X	letañeb.	le-tzb/áe		they sink
X-T	Stone and dirt are not slow in water and they sink.

%LINE
X	Pówathek	pwth/óa=ek		wet air and
X	gazajel	gzj/aa-el		dry air
X	zebken	zbk/ey-en		in water
X	ledbob.	le-dbb/yo		rise
X-T	Wet air and dry air rise in water.

%LINE
X	Efáthel:	e-Fáthel		Fáthel said
X	Tan	tan		[question]
X	sójaj?	sjj/óa		fire
X-T	Fáthel said: What about fire?

%LINE
X	Ejakeñ	e-Jakeñ		Jakeñ
X	Exanzel:	e-xdz/á-el		the Wise said
X	Sójaj	sjj/óa		fire
X	tawateli	twt/aa-el-i		elements
X	tegyth	tgth/ey		two
X	sagawel.	sgw/aa-el		rubbing
X-T	Jakeñ the Wise said: Fire is two elements rubbing.

%LINE
X	Tawatel	twt/aa-el		elements
X	lezngasad	le-zú-gsd/aa		want to organize
X	xowon	xow-on		themselves
X	etdolel.	e-tdl/yo-el		according to weight

%LINE
X	Gon	gon		if
X	tawatel	twt/aa-el		elements
X	alem	alem		beside
X	dazibel,	dzb/ai-el		similar
X	lewabufílek	le-wa-bfl/uí=ek		they will slow down and
X	xwi	xow-i		their
X	goñhad	gsd/óa		positions
X	lebuxíj.	le-bxj/uí		they will exchange
X-T	If elements are beside similar ones, they will slow down and change places.

%LINE
X	Gon	gon		if
X	tawatel	twt/aa-el		elements
X	alem	alem		beside
X	dazibelwan,	dzb/ai-el=wan		dissimilar
X	lewajañeb.	le-wa-jzb/áe		they will speed up

%LINE
X	Jañbel	jzb/áe-el		fast things
X	lepuxíj.	le-pxj/uí		heat up

%LINE
X	Ujañebek	u-jzb/áe=ek		the fastest and
X	upaxij	u-pxj/ai		the hottest
X	sójaj.	sjj/óa		fire
X-T	The fastest and hottest is fire.

%LINE
X	Áwetsen,	á-wts/ey-en		on this subject
X	Fáthel	Fáthel		Fáthel
X	de'non	di-en-on		in himself
X	eteugeuthel	e-tgth/eueu-el		again
X	kampe	kbp/á		confusions
X	átháwekel	á[case]-thwk/áe-el		find
X	giblam.	gy-ji-blb/eá		did not

%DICT	X	2	3
á	AGT
aa	INTS
áe	PASS
ai	STAT
eá	PERF
ey	PAT
eueu	MID
euéú	WIT
óa	INST
uí	ACT
yo	CAUS

ana	S1O2
áthi	S1O3
ise	S2O3
gy	S3AO3
le	S3IO3

á[case]	TO
e	AWAY
el	PART
en	LOC
i	GEN
ji	PST
ti	FUT
wa	POT
zú	DES
on	REFL
u	SUP
un	NMLZ

'db	hear
'dp	walk
alem	beside
bdd	sleep
bdth	alone
bfl	slow
bgl	four
bgth	eat
blb	negative verb
bsl	rock
bthd	144
bwd	drink
bxj	exchange
dbb	above
dbw	practice
ddl	silly
dgl	error
di	1
dlb	dirt
dxd	remember
dzb	similar
ek	and
fb'	give
ffd	dry
flth	three
fthb	sail
g'd	sit
gfs	want
gon	if
gsd	organize
gxth	count
gzj	dry air
j'l	be
jen	only
jf'	six
jps	wash
jzb	hurry along
kbp	confuse
kdd	speak
kgj	begin
kgw	twelve
kwk	play
lbd	stick
llf	large
ol	but
pds	celebrate
pkd	swim
pwth	breath
pxj	heat
pxl	surround
sgw	rub
sjd	tangent
sjj	fire
ssp	greet
sst	leave
tan	question marker
tbg	laugh
tdl	heavy
tdx	five
tgth	repeat
thfb	finish
thwk	find
tjw	story
tkg	inside
ttd	follow
tthl	forget
tthp	day
twt	small
tzb	down
wan	not
wlb	sing
wts	demonstrate
xdz	wisdom
xow	3I
xtd	attract
zbk	flow
zsx	meat

Fáthel	Fáthel
Gad	Gad
Jakeñ	Jakeñ

%DICT	S	2	3
ah	PL
con	QUOT
deh	PRX
eht	HAB
feh	DUR
jot	FUT
ku	QST
mu	REL
mun	INTS
om	END.QUOT
sho	CONT
sun	PASS
sut	ORD
tutu	SUP
uk	NEG
um	GNO
vah	INST
vmeh	GEN
zheh	FOC

# TODO: how to gloss these?
thnu	NMLZ
noc	NMLZ

cejym	sing
keh	and
slnolxem	organize
thefam	stone

cesik	word
decec	only
din	home
dolk	one
du	3I
duht	big
ehc	language
fam	two
felt	two
fmolk	IRREL
fmuhzhik	dry
fmyvuhk	make
foldak	air
fun	small
fynit	meat
gyn	AGNT
jagec	reply
jo	then
julgic	ask
julvet	name
julvolt	name
kasyn	again
kizhult	tell.a.story
melnazic	syrup
molm	tribe
navnyc	upon
sazem	divide
seh	1A
sin	should
sit	begin
slet	traditionally
slolc	four
smah	but
so	possessor
solk	clarify
solsolm	spectrum
tan	said
telmyn	heavy
tholk	sensed
tholm	common.sense
thycam	read
tidyn	like
tivemolk	tiny
tolzlneln	water
tult	thing
tyk	so
vaslnulm	flee
vemek	science
vmelfelc	wise
vyk	three
xek	six
xen	no
xuhm	ammount
xyt	all
zan	be
zazit	dirt
zhnazym	table
zlelc	five
zlo	3A
znenan	story
zo	3I
zult	according.to
zyvuhk	become

Gad	Gad
Jakeñ	Jakeñ
Fáthel	Fáthel
